headline,category,short_description,links
145 beagle acute distress seize massive breeding facility lawsuit,u.s news,fed sue company breed dog research egregious animal welfare violation,https://www.huffpost.com/entry/beagles-breeding-virginia-animal-testing_n_6288f2cae4b0415d4d7801e0
family hear noise find 550 pound alligator take dip pool,environment,belly flop look,https://www.huffpost.com/entry/11-foot-alligator-florida-pool_n_6288fb62e4b01a50ab590226
anna delvey art whiteness work,culture art,despite hold ice custody famed scammer white privilege host art title allegedly public hotel,https://www.huffpost.com/entry/anna-sorokin-delvey-art-show_n_6287fc7ee4b0edd2d015c8a4
colored girl continue black woman north star,culture art,extraordinary broadway cast gush sisterhood ntozake shange resonant choreopoem bring self stage night,https://www.huffpost.com/entry/for-colored-girls-cast-interview_n_6287bab2e4b0933e7364e92e
samantha bee bleep big time torch attack abortion right,entertainment,dare republicans demand civility strip away civil right frontal host say,https://www.huffpost.com/entry/samantha-bee-roe-v-wade_n_62871a5fe4b0cda85dae81a9
funniest tweet parent week 14 20,parenting,80 parenting try laugh suppose mad,https://www.huffpost.com/entry/funniest-parenting-tweets_l_6287e58de4b0415d4d772fac
cpac head hail abortion ban solution racist replacement fear vice,politic,scuttle roe v. wade good start allow people live matt schlapp tell medium conservative group budap conference,https://www.huffpost.com/entry/cpac-matt-schlapp-replacement-theory-abortion-ban-budapest-viktor-orban_n_6286bac7e4b0933e7362f5c8
monkeypox need know virus,wellness,virus declare global health emergency mean plus advice symptom treatment,https://www.huffpost.com/entry/monkeypox-what-to-know-outbreak-symptoms_l_6287b809e4b0415d4d76d4ae
dog mend rescue owner mountain lion,u.s news,harrowing journey vet belgian malinois survive ordeal,https://www.huffpost.com/entry/dog-mountain-lion-attack_n_6285c1dbe4b0556e4a0969b1
jennifer lopez break oscar snub netflix documentary trailer,entertainment,look upcoming film show music superstar fear take seriously year later,https://www.huffpost.com/entry/jennifer-lopez-cries-over-oscars-snub-in-trailer-for-netflix-documentary_n_62865e2de4b0556e4a0b07b0
stop say breastfeed free amid formula shortage,parenting,statement completely ignore physical emotional financial cost nursing woman bear expense,https://www.huffpost.com/entry/breastfeeding-is-not-free_l_6283e865e4b050d95197ba39
amber heard sister say johnny depp try control style friend job,entertainment,whitney henriquez say time depp vehemently oppose wife work hollywood,https://www.huffpost.com/entry/johnny-depp-amber-heard-whitney-henriquez_n_628548e3e4b04353eb0cc94a
mandalorian crew big worry baby yoda kind ridiculous,entertainment,dave filoni executive producer series call grogu character slam dunk interview vanity fair,https://www.huffpost.com/entry/baby-yoda-worried-producer_n_62848198e4b003ed29682749
miley cyrus brand response selena gomez snl impression,entertainment,t shirt course,https://www.huffpost.com/entry/miley-cyrus-selena-gomez-saturday-night-live_n_6285002fe4b0c2dce657bd5c
doug mastriano far right election denier win pennsylvania gubernatorial primary,politic,christian nationalist near capitol jan 6 insurrection endorse president donald trump,https://www.huffpost.com/entry/doug-mastriano-wins-pennsylvania-governor-primary-republican_n_6284119ce4b0c84db72b0229
wisconsin man celebrate 50 year daily big mac mcdonald,food drink,"don gorske   eat big mac day 50 year 32,000 august",https://www.huffpost.com/entry/don-gorske-big-mac-50th-anniversary_l_62855fdfe4b02667554da1a2
rise bbl get brazilian butt lift impact patient,culture art,patient get bbl keep late trend realize procedure shell curvi silhouette complicate,https://www.huffpost.com/entry/the-rise-of-the-bbl-how-getting-a-brazilian-butt-lift-impacted-these-patients_n_6282842be4b0c84db7284337
donald trump twitter,politic,president truth social message post twitter suppose permanently ban,https://www.huffpost.com/entry/donald-trump-twitter-ban-truth-social-posts_n_6282ca6ae4b0c2dce65394fc
vaccine skeptic eric clapton contracts covid cancel show anxious,entertainment,anti lockdown guitar legend warn substantially delay recovery continue tour,https://www.huffpost.com/entry/eric-clapton-covid-positive_n_62836fb1e4b003ed29664e19
lawrence o’donnell accuse rupert murdoch shaping thinking white supremacist killer,politic,waste breath man makeup fox rupert murdoch responsible say msnbc anchor,https://www.huffpost.com/entry/lawrence-odonnell-fox-news-murdoch-hate_n_62835279e4b04353eb08be6d
congress discuss ufos time 50 year people question,politic,house intelligence committee hearing follow 2021 report possible national security challenge ufos,https://www.huffpost.com/entry/congress-hearing-ufos_n_62833966e4b0c2dce65403fd
new galaxy star war project come way,entertainment,lucasfilm boss kathleen kennedy unveil road map future project include new taika waititi film series director jon watts,https://www.huffpost.com/entry/new-star-wars-projects_n_6283c7ece4b0c7c10778d5ea
porn star protagonist pleasure woman fascinating contradiction,culture art,victim kind hierarchy filmmaker ninja thyberg tell huffpost,https://www.huffpost.com/entry/ninja-thyberg-pleasure-porn-star-contradictions_n_6283c617e4b0c7c10778d297
pop culture shape life,culture art,introduce new huffpost series pop culture unlock help fit teach entry point big,https://www.huffpost.com/entry/this-made-me-formative-pop-culture_n_627aab29e4b0d7ea4cd35502
child immigrant pop culture guide life america,culture art,huffpost senior culture reporter marina fang describe teaching pop culture eventually turn career,https://www.huffpost.com/entry/this-made-me-immigrants-learning-about-america-through-pop-culture_n_627aaab8e4b0b7c8f08a98c8
john legend praise brave chrissy teigen share pregnancy loss photo,parenting,raw share experience musician tell guardian new interview,https://www.huffpost.com/entry/john-legend-pregnancy-loss-photos_l_628251d5e4b0c2dce652c4b2
democrats little time avert election eve obamacare premium hike,politic,subsidy boost affordable care act lower price million end year federal government act,https://www.huffpost.com/entry/health-insurance-prices-2023-aca-obamacare_n_628120e3e4b050d951934a5e
good ground beef fat ratio perfect burger,food drink,opt lean 90/10 ground beef mix fatty 80/20 ground chuck number mind grill,https://www.huffpost.com/entry/ground-beef-fat-percentage-perfect-burger_l_627a8f03e4b0d7ea4cd30783
security guard go fight take buffalo mass shooter police,u.s news,go gunfire go fight official say police officer aaron salter jr exchange gunfire supermarket shooter,https://www.huffpost.com/entry/aaron-salter-security-guard-tops-supermarket-shooting-buffalo_n_6280fdf4e4b0c7c10774918d
buffalo gunman previously threaten high school shooting official say,crime,18 year old racist kill 10 people supermarket send psychiatric treatment year threaten school conklin new york,https://www.huffpost.com/entry/buffalo-supermarket-shooting-high-scool_n_6281343ce4b0c2dce6517131
buffalo suspect embrace racist replacement conspiracy push tucker carlson,crime,suspect shooter express repeat fear online white replace people color new york times report,https://www.huffpost.com/entry/great-replacement-conspiracy-theory-buffalo-mass-shooting_n_62806ccde4b0c2dce650f749
k-9 feature netflix rescue ruby euthanized,u.s news,rhode island dog inspire story go shelter dog life save police k-9 subject recent netflix movie euthanize,https://www.huffpost.com/entry/k9-netflix-film-euthanized_n_62813875e4b0c7c10774c487
1 kill 4 critically wound california church shooting police,crime,group churchgoer hog tie suspect extension cord able shoot congregant authority say,https://www.huffpost.com/entry/california-church-shooting_n_62816ef4e4b003ed2963465a
melania trump rips vogue bias keep cover,politic,bias like dislike obvious lady tell fox news interview leave white house,https://www.huffpost.com/entry/melania-trump-anna-wintour-vogue-cover-biases_n_62805bfde4b0c2dce650f3c3
facebook allow mug shot ruin life,tech,individual mug shot go viral facebook subject extreme harassment struggle find stable housing employment,https://www.huffpost.com/entry/mug-shots-ruin-lives-facebook_n_627a9457e4b0d7ea4cd31ad7
elizabeth olsen say meet dr strange 2 co star john krasinski,entertainment,wandavision star bizarre claim lie detector test pass,https://www.huffpost.com/entry/elizabeth-olsen-never-met-dr-strange-2-co-star-john-krasinski_n_627ff63de4b050d951928f18
13 shot 10 dead racially motivated hate crime buffalo supermarket sheriff,crime,new york gov kathy hochul call shooter white supremacist engage act terrorism prosecute,https://www.huffpost.com/entry/bc-us-buffalo-supermarket-shooting_n_6280050be4b04353eb0533fc
rep elise stefanik attack mysterious pedo grifter shortage infant formula,politic,new york republican argue provide formula migrant baby see contradiction describe pro life,https://www.huffpost.com/entry/elise-stefanik-formula-shortage-pro-life-immigrant-babies_n_627ee897e4b050d95191ed13
donald trump enabler supporter torch spoof cellphone carrier spot,entertainment,want hang mike pence hang crack daily correspondent desi lydic parody ad,https://www.huffpost.com/entry/coup-mobile-daily-show_n_627f5f8ae4b003ed2961f773
ted cruz mock republicans suck trump people irony meter explode,politic,texas republican talk gop candidate have trump tattooed rear end get blunt reminder response,https://www.huffpost.com/entry/ted-cruz-donald-trump-republicans-sucking-up_n_627f4712e4b050d9519214d3
alison leiby abortion big deal hard talk,culture art,comedian woman oh god abortion unpack talk abortion thorny,https://www.huffpost.com/entry/alison-leiby-oh-god-a-show-about-abortion_n_627d4415e4b0b74b0e80d17f
traumatize wanda syke think smith slap chris rock,entertainment,oscar co host bare simmer anger gig florida,https://www.huffpost.com/entry/wanda-sykes-will-smith-chris-rock_n_627e50d7e4b016d742faabd6
gop rep madison cawthorn receive brutal reminder veteran tweet,politic,pretend care veteran veteran group hit extremist north carolina republican,https://www.huffpost.com/entry/madison-cawthorn-ukraine-tweet-veterans_n_627e0403e4b010453ae3871d
funniest tweet parent week 7 13,parenting,car make annoying squeaky noise stop drop kid,https://www.huffpost.com/entry/funniest-parenting-tweets_l_627c2afbe4b0eb0f070d09f7
20 funniest tweet woman week 7 13,woman,hurt tell google right,https://www.huffpost.com/entry/funniest-tweets-from-women-may-7-13_n_627c289fe4b06ce0a1b1a4b9
crypto crash leave trading platform coinbase slump,business,cryptocurrency trading platform coinbase lose half value past week,https://www.huffpost.com/entry/coinbase-crypto-slumping_n_627c5582e4b0b74b0e7ed621
slain al jazeera journalist icon palestinian coverage,world news,israeli force kill 51 year old shireen abu akleh wear press vest accord al jazeera,https://www.huffpost.com/entry/obit-shireen-abu-akleh_n_627c60e0e4b06ce0a1b1d2e7
finland leader favor apply nato membership,world news,announcement pave way alliance expand amid russia war ukraine,https://www.huffpost.com/entry/finland-favors-applying-nato-membership_n_627cb44be4b0eb0f070d91b7
joe biden co host 2nd covid summit world resolve falter,u.s news,momentum vaccination treatment fade new infectious variant rise billion globe remain unprotected,https://www.huffpost.com/entry/biden-co-hosting-second-covid-summit_n_627cd449e4b0b74b0e7f8ace
charles herbster accuse grope 8 woman lose nebraska gubernatorial race,politic,herbster strong support president donald trump nebraska race,https://www.huffpost.com/entry/charles-herbster-nebraska-gop-governor_n_62758ca3e4b0b7c8f08435ae
new jersey governor announce proposal expand abortion access state,politic,access right mean gov phil murphy tell legislator wednesday,https://www.huffpost.com/entry/new-jersey-expand-abortion-access_n_627c0a70e4b0d7ea4cd633de
rep cori bush biden absolutely word abortion,politic,missouri democratic congresswoman share story get abortion rape teenager,https://www.huffpost.com/entry/cori-bush-abortion_n_627beec9e4b0b7c8f08d5098
covid-19 case rise school mask mandate return,u.s news,u.s coronavirus case lead smattering school district especially northeast bring mask recommendation requirement,https://www.huffpost.com/entry/bc-us-virus-outbreak_n_627c42ffe4b010453ae08ff9
man pop question engagement ring survive car fire,weird news,myers hart say take incident sign propose,https://www.huffpost.com/entry/engagement-ring-car-fire_n_627bf485e4b03ca8364aa2ca
